Date,State,Confirmed,Recovered,Deaths,Vaccinations
2021-05-29,Karnataka,8975,6911,317,23909
2021-05-29,Tamil Nadu,10117,9384,488,25128
2021-05-29,Gujarat,32781,27523,781,75949
2021-05-30,Maharashtra,12663,11032,311,5005
2021-05-30,Delhi,38544,30318,587,81586
2021-05-30,Uttar Pradesh,3606,3161,43,94987
2021-05-30,Karnataka,27265,24786,326,76458
2021-05-30,Tamil Nadu,4071,3589,111,51612
2021-05-30,Gujarat,33782,26648,514,86748
2021-05-31,Maharashtra,10428,9631,476,44142
2021-05-31,Delhi,7004,6158,222,89553
2021-05-31,Uttar Pradesh,4890,4161,175,70687
2021-05-31,Karnataka,20447,17346,344,52800
2021-05-31,Tamil Nadu,38367,31840,1373,87762
2021-05-31,Gujarat,30022,27426,982,42930
2021-06-01,Maharashtra,44473,34926,1983,18286
2021-06-01,Delhi,4603,4327,59,18123
2021-06-01,Uttar Pradesh,4811,4402,182,86049
2021-06-01,Karnataka,6142,5120,198,17194
2021-06-01,Tamil Nadu,8526,7158,290,67813
2021-06-01,Gujarat,45852,41550,1999,9595
2021-06-02,Maharashtra,31394,28811,444,97676
2021-06-02,Delhi,23595,18417,314,96288
2021-06-02,Uttar Pradesh,20405,17229,945,8447
2021-06-02,Karnataka,11662,9756,183,72471
2021-06-02,Tamil Nadu,43213,37797,1026,88805
2021-06-02,Gujarat,38830,32184,1439,70365
2021-06-03,Maharashtra,22649,19705,483,39136
2021-06-03,Delhi,45297,41350,1284,84180
2021-06-03,Uttar Pradesh,5917,4875,63,32272
2021-06-03,Karnataka,42150,35870,1307,12240
2021-06-03,Tamil Nadu,32559,30354,536,76094
2021-06-03,Gujarat,17375,14504,424,20174
2021-06-04,Maharashtra,42490,36320,1397,76854
2021-06-04,Delhi,34069,31043,520,77498
2021-06-04,Uttar Pradesh,39197,32811,853,7203
2021-06-04,Karnataka,26370,24832,1038,5434
2021-06-04,Tamil Nadu,43998,35152,527,8959
2021-06-04,Gujarat,48289,44289,2056,27540
2021-06-05,Maharashtra,36481,28390,402,77048
2021-06-05,Delhi,11596,10345,256,23687
2021-06-05,Uttar Pradesh,36989,29946,421,50891
2021-06-05,Karnataka,46810,35724,1463,26563
2021-06-05,Tamil Nadu,7472,6249,210,22974
2021-06-05,Gujarat,23388,20876,489,27838
2021-06-06,Maharashtra,41728,35936,963,77776
2021-06-06,Delhi,5942,5225,176,43839
2021-06-06,Uttar Pradesh,11248,9660,445,22177
2021-06-06,Karnataka,20483,17550,761,65611
2021-06-06,Tamil Nadu,22706,17604,977,47082
2021-06-06,Gujarat,17258,14481,665,20389
2021-06-07,Maharashtra,27324,20728,900,76310
2021-06-07,Delhi,32633,24828,1105,67907
2021-06-07,Uttar Pradesh,8188,6682,111,11584
2021-06-07,Karnataka,26462,22381,375,12370
2021-06-07,Tamil Nadu,18903,16967,769,40200
2021-06-07,Gujarat,23841,19833,1147,56222
2021-06-08,Maharashtra,29552,23916,483,68853
2021-06-08,Delhi,23333,18093,839,14675
2021-06-08,Uttar Pradesh,25054,19315,1110,52963
2021-06-08,Karnataka,26822,25326,394,67814
2021-06-08,Tamil Nadu,37025,34736,1142,23472
2021-06-08,Gujarat,20336,17386,645,58013
2021-06-09,Maharashtra,19975,17498,875,76973
2021-06-09,Delhi,26185,21494,1210,50610
2021-06-09,Uttar Pradesh,26835,20809,1152,81960
2021-06-09,Karnataka,10643,10091,307,18200
2021-06-09,Tamil Nadu,22548,19062,370,35580
2021-06-09,Gujarat,27149,21583,1224,8549
2021-06-10,Maharashtra,19693,16987,664,53328
2021-06-10,Delhi,13165,9920,307,25765
2021-06-10,Uttar Pradesh,45787,40568,561,97999
2021-06-10,Karnataka,23444,18570,1124,5704
2021-06-10,Tamil Nadu,6452,5258,302,91058
2021-06-10,Gujarat,19300,18191,211,44181
2021-06-11,Maharashtra,41758,35799,1673,88290
2021-06-11,Delhi,35404,30759,1488,95296
2021-06-11,Uttar Pradesh,30723,28414,472,76074
2021-06-11,Karnataka,22699,17053,326,26711
2021-06-11,Tamil Nadu,16059,15134,580,31485
2021-06-11,Gujarat,33267,28441,1071,32086
2021-06-12,Maharashtra,17484,14177,652,23675
2021-06-12,Delhi,25680,24047,993,8491
2021-06-12,Uttar Pradesh,47126,36927,1262,43400
2021-06-12,Karnataka,37551,30088,1169,92893
2021-06-12,Tamil Nadu,6969,6184,200,29408
2021-06-12,Gujarat,25241,23896,648,96302
2021-06-13,Maharashtra,4657,4279,152,47340
2021-06-13,Delhi,36950,34618,1008,9329
2021-06-13,Uttar Pradesh,23551,19764,767,71905
2021-06-13,Karnataka,40433,36229,1233,94711
2021-06-13,Tamil Nadu,1716,1432,61,30801
2021-06-13,Gujarat,22751,17380,603,76622
2021-06-14,Maharashtra,48130,43102,622,7246
2021-06-14,Delhi,21010,18902,577,54451
2021-06-14,Uttar Pradesh,10669,9017,513,32494
2021-06-14,Karnataka,41935,37587,1156,53737
2021-06-14,Tamil Nadu,42735,32659,1792,72839
2021-06-14,Gujarat,48931,43797,623,92745
2021-06-15,Maharashtra,29173,26612,1316,46783
2021-06-15,Delhi,44787,33881,1781,93941
2021-06-15,Uttar Pradesh,13803,10861,382,39560
2021-06-15,Karnataka,16376,15498,226,42956
2021-06-15,Tamil Nadu,49786,43577,1569,71480
2021-06-15,Gujarat,32695,25280,1052,55010
2021-06-16,Maharashtra,25805,20056,1184,88533
2021-06-16,Delhi,16629,13420,296,72310
2021-06-16,Uttar Pradesh,14262,11387,529,47176
2021-06-16,Karnataka,30289,25800,1378,12802
2021-06-16,Tamil Nadu,3263,2704,81,77231
2021-06-16,Gujarat,21672,17021,766,78352
2021-06-17,Maharashtra,26743,24616,1076,43698
2021-06-17,Delhi,12633,10394,232,83743
2021-06-17,Uttar Pradesh,21106,16442,626,89954
2021-06-17,Karnataka,3387,2570,135,40548
2021-06-17,Tamil Nadu,34895,30216,1573,50414
2021-06-17,Gujarat,8535,7171,90,98141
2021-06-18,Maharashtra,27665,24102,893,91479
2021-06-18,Delhi,34216,30811,384,76548
2021-06-18,Uttar Pradesh,23253,19758,274,65263
2021-06-18,Karnataka,34716,32819,1374,16952
2021-06-18,Tamil Nadu,18787,16460,629,16640
2021-06-18,Gujarat,27437,23225,929,88704
2021-06-19,Maharashtra,27863,24788,761,16467
2021-06-19,Delhi,24901,20020,914,90180
2021-06-19,Uttar Pradesh,5367,4201,148,7093
2021-06-19,Karnataka,5001,4253,233,42322
2021-06-19,Tamil Nadu,27008,23871,953,99266
2021-06-19,Gujarat,10236,9443,310,39364
2021-06-20,Maharashtra,42535,38871,647,17020
2021-06-20,Delhi,45864,40557,921,20675
2021-06-20,Uttar Pradesh,25365,22570,907,57148
2021-06-20,Karnataka,24621,21054,1179,73078
2021-06-20,Tamil Nadu,18062,15923,226,45178
2021-06-20,Gujarat,43603,35326,1376,48315
2021-06-21,Maharashtra,10860,8842,263,77354
2021-06-21,Delhi,15101,12094,724,91623
2021-06-21,Uttar Pradesh,46538,36354,1809,29767
2021-06-21,Karnataka,39881,30985,1049,30107
2021-06-21,Tamil Nadu,29793,27210,1078,12704
2021-06-21,Gujarat,17442,13724,248,15002
2021-06-22,Maharashtra,12390,9593,303,11641
2021-06-22,Delhi,34709,31561,407,94350
2021-06-22,Uttar Pradesh,35189,29194,1438,22223
2021-06-22,Karnataka,37769,31361,1584,55802
2021-06-22,Tamil Nadu,23212,18007,1026,60046
2021-06-22,Gujarat,37657,33326,1851,41126
2021-06-23,Maharashtra,35353,30002,1565,53586
2021-06-23,Delhi,4332,3492,139,86008
2021-06-23,Uttar Pradesh,5959,5078,192,6301
2021-06-23,Karnataka,44319,36248,634,9112
2021-06-23,Tamil Nadu,46531,42499,830,37145
2021-06-23,Gujarat,42388,37265,1858,72641
2021-06-24,Maharashtra,43513,38049,1453,61289
2021-06-24,Delhi,19953,17916,397,60916
2021-06-24,Uttar Pradesh,2067,1717,100,34164
2021-06-24,Karnataka,40410,33829,1302,25773
2021-06-24,Tamil Nadu,34939,29793,1320,17818
2021-06-24,Gujarat,10335,8339,442,8577
2021-06-25,Maharashtra,9380,7363,352,64314
2021-06-25,Delhi,42205,35718,1319,61680
2021-06-25,Uttar Pradesh,29400,24958,449,92110
2021-06-25,Karnataka,29562,25212,991,57182
2021-06-25,Tamil Nadu,40091,35330,1377,40844
2021-06-25,Gujarat,19728,16665,524,17644
2021-06-26,Maharashtra,36772,29270,376,64021
2021-06-26,Delhi,37807,30577,762,12282
2021-06-26,Uttar Pradesh,27539,23604,341,39555
2021-06-26,Karnataka,2073,1821,59,32293
2021-06-26,Tamil Nadu,16389,13356,180,87579
2021-06-26,Gujarat,7320,5646,343,84968
2021-06-27,Maharashtra,23757,18910,480,26971
2021-06-27,Delhi,45226,35808,1854,27559
2021-06-27,Uttar Pradesh,9284,7319,428,67683
2021-06-27,Karnataka,11991,9055,129,8881
2021-06-27,Tamil Nadu,16668,14706,374,20729
2021-06-27,Gujarat,5784,5436,248,42282
2021-06-28,Maharashtra,34913,27738,1745,64739
2021-06-28,Delhi,5507,4732,96,8992
2021-06-28,Uttar Pradesh,42290,39717,1988,20305
2021-06-28,Karnataka,44561,38385,1965,57044
2021-06-28,Tamil Nadu,26842,24126,1231,51666
2021-06-28,Gujarat,27173,22438,460,27525
2021-06-29,Maharashtra,47757,42097,849,8830
2021-06-29,Delhi,1533,1275,25,60715
2021-06-29,Uttar Pradesh,29255,21956,1338,46850
2021-06-29,Karnataka,36123,29382,1378,10539
2021-06-29,Tamil Nadu,8493,7658,275,74180
2021-06-29,Gujarat,21445,19042,991,89766
2021-06-30,Maharashtra,27008,23920,983,85730
2021-06-30,Delhi,27631,25416,807,86512
2021-06-30,Uttar Pradesh,39623,35700,1589,28634
2021-06-30,Karnataka,5090,4360,78,67866
2021-06-30,Tamil Nadu,9382,7134,449,51698
2021-06-30,Gujarat,2110,1952,78,89120
2021-07-01,Maharashtra,46674,39791,1728,76857
2021-07-01,Delhi,25440,20370,1144,28798
2021-07-01,Uttar Pradesh,14565,12876,688,94865
2021-07-01,Karnataka,44020,41405,1677,63334
2021-07-01,Tamil Nadu,7787,7252,228,27580
2021-07-01,Gujarat,21291,16604,612,54349
2021-07-02,Maharashtra,8814,6637,184,61614
2021-07-02,Delhi,7866,6553,307,25373
2021-07-02,Uttar Pradesh,34100,32021,1171,85383
2021-07-02,Karnataka,15507,14496,635,44423
2021-07-02,Tamil Nadu,39076,34874,966,71600
2021-07-02,Gujarat,42848,32481,1090,56534
2021-07-03,Maharashtra,20615,16149,225,88420
2021-07-03,Delhi,48455,42685,2039,64262
2021-07-03,Uttar Pradesh,21473,17592,729,53022
2021-07-03,Karnataka,17388,14335,249,56782
2021-07-03,Tamil Nadu,7608,6119,295,77036
2021-07-03,Gujarat,36342,27918,434,55021
2021-07-04,Maharashtra,4521,3872,93,32075
2021-07-04,Delhi,24979,20574,295,60822
2021-07-04,Uttar Pradesh,38153,31729,799,31269
2021-07-04,Karnataka,39732,36308,1980,62228
2021-07-04,Tamil Nadu,37535,32790,1454,8107
2021-07-04,Gujarat,21852,20343,708,55075
2021-07-05,Maharashtra,23631,20977,937,12883
2021-07-05,Delhi,20708,17480,382,38550
2021-07-05,Uttar Pradesh,15642,14728,524,98885
2021-07-05,Karnataka,15002,14219,313,90971
2021-07-05,Tamil Nadu,41343,37346,1012,50538
2021-07-05,Gujarat,48310,40192,1708,17699
2021-07-06,Maharashtra,35633,33122,1096,65282
2021-07-06,Delhi,39176,29620,1071,76979
2021-07-06,Uttar Pradesh,14324,13079,374,87911
2021-07-06,Karnataka,38996,32673,1553,68179
2021-07-06,Tamil Nadu,7450,6550,84,85253
2021-07-06,Gujarat,48348,44340,1255,28225
2021-07-07,Maharashtra,3637,3346,149,15807
2021-07-07,Delhi,18738,15267,696,13382
2021-07-07,Uttar Pradesh,46460,37724,2137,18111
2021-07-07,Karnataka,41799,39591,1700,86046
2021-07-07,Tamil Nadu,38851,30818,1587,68908
2021-07-07,Gujarat,26654,23566,766,88115
2021-07-08,Maharashtra,31194,28775,1377,24727
2021-07-08,Delhi,35579,31946,972,10906
2021-07-08,Uttar Pradesh,41751,36501,715,78678
2021-07-08,Karnataka,32644,24793,1578,32299
2021-07-08,Tamil Nadu,48958,39898,2124,47185
2021-07-08,Gujarat,42127,34544,1399,29276
2021-07-09,Maharashtra,16410,13901,220,46230
2021-07-09,Delhi,14888,13303,710,73617
2021-07-09,Uttar Pradesh,24021,22533,773,55805
2021-07-09,Karnataka,17015,14946,191,79642
2021-07-09,Tamil Nadu,35206,32780,1472,11389
2021-07-09,Gujarat,23361,20657,1158,41509
2021-07-10,Maharashtra,14881,12004,529,84865
2021-07-10,Delhi,23831,18172,831,59235
2021-07-10,Uttar Pradesh,43723,39258,1807,92063
2021-07-10,Karnataka,38550,32863,1343,58533
2021-07-10,Tamil Nadu,25064,22584,1154,33702
2021-07-10,Gujarat,21165,19161,404,75043
2021-07-11,Maharashtra,1527,1450,26,55513
2021-07-11,Delhi,48540,44509,1056,76792
2021-07-11,Uttar Pradesh,29432,22382,797,13573
2021-07-11,Karnataka,16582,13384,449,26881
2021-07-11,Tamil Nadu,5697,4835,215,12222
2021-07-11,Gujarat,8933,7229,390,83437
2021-07-12,Maharashtra,7940,6965,204,48610
2021-07-12,Delhi,5544,4280,194,44618
2021-07-12,Uttar Pradesh,34518,29073,984,29789
2021-07-12,Karnataka,2617,2313,28,68620
2021-07-12,Tamil Nadu,23152,18155,625,42850
2021-07-12,Gujarat,17636,14346,855,79714
2021-07-13,Maharashtra,2725,2232,92,17270
2021-07-13,Delhi,11472,10662,528,81614
2021-07-13,Uttar Pradesh,29030,27302,319,24359
2021-07-13,Karnataka,9698,9010,203,48634
2021-07-13,Tamil Nadu,43864,37686,1031,36645
2021-07-13,Gujarat,20278,17616,371,20797
2021-07-14,Maharashtra,33806,26367,459,77134
2021-07-14,Delhi,36183,28916,1616,31998
2021-07-14,Uttar Pradesh,26890,23417,1147,52345
2021-07-14,Karnataka,12885,10043,486,22084
2021-07-14,Tamil Nadu,24911,19790,302,66331
2021-07-14,Gujarat,30521,23180,1053,35932
2021-07-15,Maharashtra,45097,38817,1769,35358
2021-07-15,Delhi,31412,23629,889,7928
2021-07-15,Uttar Pradesh,31632,26318,756,31957
2021-07-15,Karnataka,37895,28716,1477,26695
2021-07-15,Tamil Nadu,10357,7873,498,61967
2021-07-15,Gujarat,1987,1771,25,31015
2021-07-16,Maharashtra,30191,25715,863,55281
2021-07-16,Delhi,38146,35817,1571,93176
2021-07-16,Uttar Pradesh,19318,14993,687,20169
2021-07-16,Karnataka,26968,23349,519,30444
2021-07-16,Tamil Nadu,39248,36855,885,13250
2021-07-16,Gujarat,3818,3448,48,61997
2021-07-17,Maharashtra,28426,22808,1067,64267
2021-07-17,Delhi,25892,21178,779,64225
2021-07-17,Uttar Pradesh,17007,13291,571,95042
2021-07-17,Karnataka,18562,17325,817,46291
2021-07-17,Tamil Nadu,39805,35577,1673,88634
2021-07-17,Gujarat,20072,15517,552,46992
2021-07-18,Maharashtra,18716,16270,729,47800
2021-07-18,Delhi,31399,26086,1134,58243
2021-07-18,Uttar Pradesh,29750,26965,1449,80207
2021-07-18,Karnataka,45345,40984,1231,15222
2021-07-18,Tamil Nadu,24786,20432,489,45878
2021-07-18,Gujarat,5133,4280,252,95352
2021-07-19,Maharashtra,22529,17883,745,47889
2021-07-19,Delhi,15633,13082,240,15707
2021-07-19,Uttar Pradesh,23576,18581,1068,20115
2021-07-19,Karnataka,10843,10015,274,11416
2021-07-19,Tamil Nadu,11633,10132,436,40380
2021-07-19,Gujarat,46056,38976,542,9861
2021-07-20,Maharashtra,38534,36459,934,23228
2021-07-20,Delhi,35763,29051,1774,57221
2021-07-20,Uttar Pradesh,33917,29739,511,67294
2021-07-20,Karnataka,21860,18779,347,88063
2021-07-20,Tamil Nadu,10745,9852,130,45078
2021-07-20,Gujarat,39585,31207,1315,13070
2021-07-21,Maharashtra,2320,1924,34,97995
2021-07-21,Delhi,16589,12683,231,31732
2021-07-21,Uttar Pradesh,32511,28824,1080,33514
2021-07-21,Karnataka,4851,4152,185,67985
2021-07-21,Tamil Nadu,35592,33398,1110,26159
2021-07-21,Gujarat,30536,26501,1141,57452
2021-07-22,Maharashtra,23205,18298,814,87646
2021-07-22,Delhi,47316,39881,2020,14461
2021-07-22,Uttar Pradesh,21927,18619,1035,57627
2021-07-22,Karnataka,15372,11832,225,92073
2021-07-22,Tamil Nadu,35370,31005,1137,20234
2021-07-22,Gujarat,8532,7111,344,55254
2021-07-23,Maharashtra,14788,13535,305,90078
2021-07-23,Delhi,33294,28448,906,65301
2021-07-23,Uttar Pradesh,4651,3827,89,95027
2021-07-23,Karnataka,5830,4538,188,57927
2021-07-23,Tamil Nadu,10304,8536,218,64486
2021-07-23,Gujarat,1016,900,20,55697
2021-07-24,Maharashtra,3693,3403,45,9942
2021-07-24,Delhi,48419,43121,837,28404
2021-07-24,Uttar Pradesh,8120,7269,183,44419
2021-07-24,Karnataka,26040,22672,665,78844
2021-07-24,Tamil Nadu,40242,34545,1833,12393
2021-07-24,Gujarat,5403,4322,177,67969
2021-07-25,Maharashtra,37660,33438,1835,67996
2021-07-25,Delhi,1111,863,26,92346
2021-07-25,Uttar Pradesh,42120,32530,1193,14748
2021-07-25,Karnataka,24424,23190,560,83478
2021-07-25,Tamil Nadu,20491,18973,496,42049
2021-07-25,Gujarat,28821,27085,851,33410
2021-07-26,Maharashtra,13198,11538,133,45129
2021-07-26,Delhi,32909,27060,851,32757
2021-07-26,Uttar Pradesh,36650,30241,573,21246
2021-07-26,Karnataka,25996,23940,973,26007
2021-07-26,Tamil Nadu,3543,3226,136,63065
2021-07-26,Gujarat,35169,28744,706,40319
2021-07-27,Maharashtra,27543,24458,1345,12699
2021-07-27,Delhi,3629,3375,54,67175
2021-07-27,Uttar Pradesh,7834,7209,362,20782
2021-07-27,Karnataka,16827,15122,396,14496
2021-07-27,Tamil Nadu,24331,18744,314,28563
2021-07-27,Gujarat,4712,3818,162,17420
2021-07-28,Maharashtra,6315,5428,303,84030
2021-07-28,Delhi,32752,29884,1217,87486
2021-07-28,Uttar Pradesh,16752,14456,744,98812
2021-07-28,Karnataka,40763,31569,1791,31296
2021-07-28,Tamil Nadu,25680,20562,1150,82173
2021-07-28,Gujarat,11757,10718,241,32115
2021-07-29,Maharashtra,27038,20820,1086,61377
2021-07-29,Delhi,18374,15410,247,37806
2021-07-29,Uttar Pradesh,18659,16910,299,21312
2021-07-29,Karnataka,2436,2273,90,78229
2021-07-29,Tamil Nadu,46986,36263,941,37646
2021-07-29,Gujarat,28302,25274,1007,45430
2021-07-30,Maharashtra,4123,3368,183,32738
2021-07-30,Delhi,10879,9308,527,89117
2021-07-30,Uttar Pradesh,37679,31872,1600,9799
2021-07-30,Karnataka,26091,20955,418,95141
2021-07-30,Tamil Nadu,37534,35076,569,77392
2021-07-30,Gujarat,17490,13309,666,93730
2021-07-31,Maharashtra,45104,36998,752,34954
2021-07-31,Delhi,48901,40448,2256,19751
2021-07-31,Uttar Pradesh,1425,1127,69,48874
2021-07-31,Karnataka,39997,36283,914,58149
2021-07-31,Tamil Nadu,4006,3739,62,97199
2021-07-31,Gujarat,34952,28129,440,65857
2021-08-01,Maharashtra,9102,7869,257,35161
2021-08-01,Delhi,5383,4536,150,64919
2021-08-01,Uttar Pradesh,30713,24764,402,43135
2021-08-01,Karnataka,36658,32619,399,20819
2021-08-01,Tamil Nadu,2528,2211,73,25511
2021-08-01,Gujarat,11119,10165,304,92789
2021-08-02,Maharashtra,35889,27635,864,85291
2021-08-02,Delhi,1472,1108,62,11473
2021-08-02,Uttar Pradesh,42298,36633,548,43785
2021-08-02,Karnataka,36420,33795,1250,15832
2021-08-02,Tamil Nadu,6385,5370,271,87747
2021-08-02,Gujarat,15571,13355,711,41153
2021-08-03,Maharashtra,23440,18591,275,95725
2021-08-03,Delhi,26138,23240,1255,29194
2021-08-03,Uttar Pradesh,47861,39118,755,9352
2021-08-03,Karnataka,1184,1102,13,61333
2021-08-03,Tamil Nadu,42205,34266,1463,63209
2021-08-03,Gujarat,34368,26328,1563,85221
2021-08-04,Maharashtra,9724,9135,277,87297
2021-08-04,Delhi,14336,11033,399,7596
2021-08-04,Uttar Pradesh,18167,14663,810,82331
2021-08-04,Karnataka,15984,12131,267,47002
2021-08-04,Tamil Nadu,22651,17802,1105,88796
2021-08-04,Gujarat,11027,9302,544,49361
2021-08-05,Maharashtra,2622,2044,92,13699
2021-08-05,Delhi,14955,14197,374,63465
2021-08-05,Uttar Pradesh,17673,16281,259,89749
2021-08-05,Karnataka,11401,9482,208,61416
2021-08-05,Tamil Nadu,26976,20641,1020,37548
2021-08-05,Gujarat,19371,15164,777,98659
2021-08-06,Maharashtra,24874,18953,267,10054
2021-08-06,Delhi,35484,27979,1412,54769
2021-08-06,Uttar Pradesh,30312,23363,1164,27483
2021-08-06,Karnataka,27558,22359,799,50076
2021-08-06,Tamil Nadu,49402,44052,1725,80164
2021-08-06,Gujarat,9728,8685,211,33570
2021-08-07,Maharashtra,23459,19649,523,63194
2021-08-07,Delhi,2971,2711,49,45533
2021-08-07,Uttar Pradesh,44022,33393,869,17703
2021-08-07,Karnataka,9043,8334,356,15176
2021-08-07,Tamil Nadu,4936,4096,149,30909
2021-08-07,Gujarat,45158,34632,2157,64331
2021-08-08,Maharashtra,48382,37368,1577,22458
2021-08-08,Delhi,22831,19094,807,85145
2021-08-08,Uttar Pradesh,41090,30901,447,84172
2021-08-08,Karnataka,10039,7750,196,84314
2021-08-08,Tamil Nadu,46959,43380,836,8956
2021-08-08,Gujarat,7553,6244,141,77204
2021-08-09,Maharashtra,6000,5670,229,17907
2021-08-09,Delhi,18336,14099,720,82755
2021-08-09,Uttar Pradesh,4247,3550,151,27380
2021-08-09,Karnataka,38616,29005,1918,13262
2021-08-09,Tamil Nadu,12066,10184,541,21238
2021-08-09,Gujarat,39410,33315,603,48152
2021-08-10,Maharashtra,25283,20800,630,33887
2021-08-10,Delhi,47172,44764,688,76442
2021-08-10,Uttar Pradesh,13572,12121,516,13261
2021-08-10,Karnataka,5474,4434,220,64051
2021-08-10,Tamil Nadu,24471,21086,1043,48724
2021-08-10,Gujarat,11663,9547,477,62443
2021-08-11,Maharashtra,2852,2664,103,51627
2021-08-11,Delhi,9303,8446,397,70700
2021-08-11,Uttar Pradesh,40726,33311,1931,35694
2021-08-11,Karnataka,32253,24461,908,11033
2021-08-11,Tamil Nadu,3665,3481,159,82661
2021-08-11,Gujarat,21998,19287,962,84244
2021-08-12,Maharashtra,19072,14676,660,72173
2021-08-12,Delhi,15670,13854,772,68783
2021-08-12,Uttar Pradesh,29658,27599,1262,13669
2021-08-12,Karnataka,48736,46041,1048,5366
2021-08-12,Tamil Nadu,49415,46490,2277,37780
2021-08-12,Gujarat,20623,17794,860,12485
2021-08-13,Maharashtra,34024,25618,1441,73748
2021-08-13,Delhi,39943,37855,1361,21087
2021-08-13,Uttar Pradesh,8446,7561,321,29723
2021-08-13,Karnataka,13943,11567,324,25455
2021-08-13,Tamil Nadu,25491,23327,1210,8936
2021-08-13,Gujarat,34166,27503,530,73531
2021-08-14,Maharashtra,40097,35686,410,97099
2021-08-14,Delhi,23150,17912,1018,70696
2021-08-14,Uttar Pradesh,16648,15678,460,65521
2021-08-14,Karnataka,35593,30963,854,18794
2021-08-14,Tamil Nadu,32423,24734,1356,90140
2021-08-14,Gujarat,28835,24282,842,57714
2021-08-15,Maharashtra,2499,2283,94,37746
2021-08-15,Delhi,17137,14658,237,6769
2021-08-15,Uttar Pradesh,43278,40744,2156,15965
2021-08-15,Karnataka,28566,23880,298,60499
2021-08-15,Tamil Nadu,20420,17778,370,79031
2021-08-15,Gujarat,34853,32517,1727,16226
2021-08-16,Maharashtra,11046,8825,482,9965
2021-08-16,Delhi,47260,36375,2324,22373
2021-08-16,Uttar Pradesh,46452,42929,472,92943
2021-08-16,Karnataka,3358,2678,126,58968
2021-08-16,Tamil Nadu,4743,3630,78,83461
2021-08-16,Gujarat,48578,38236,2025,47348
2021-08-17,Maharashtra,10886,10103,507,29395
2021-08-17,Delhi,3335,2626,68,97211
2021-08-17,Uttar Pradesh,9083,8313,212,73812
2021-08-17,Karnataka,31635,24587,514,71863
2021-08-17,Tamil Nadu,41540,31318,610,27068
2021-08-17,Gujarat,19946,18335,740,29883
2021-08-18,Maharashtra,14663,12053,173,93388
2021-08-18,Delhi,21388,16627,717,72770
2021-08-18,Uttar Pradesh,40103,36438,1277,28659
2021-08-18,Karnataka,45271,39554,1256,28088
2021-08-18,Tamil Nadu,3928,3479,176,33184
2021-08-18,Gujarat,21099,19375,574,13389
2021-08-19,Maharashtra,18352,17129,526,73040
2021-08-19,Delhi,39774,29860,1244,45711
2021-08-19,Uttar Pradesh,18748,15669,913,70282
2021-08-19,Karnataka,33708,28057,362,37486
2021-08-19,Tamil Nadu,31340,27797,1363,19860
2021-08-19,Gujarat,18013,17031,183,54079
2021-08-20,Maharashtra,35111,28491,1669,91936
2021-08-20,Delhi,12419,10939,163,91916
2021-08-20,Uttar Pradesh,15016,13585,467,95488
2021-08-20,Karnataka,43734,40710,1357,48614
2021-08-20,Tamil Nadu,2010,1553,94,29125
2021-08-20,Gujarat,10369,9534,191,80656
2021-08-21,Maharashtra,21223,17038,984,20489
2021-08-21,Delhi,5389,4473,178,63228
2021-08-21,Uttar Pradesh,4051,3394,50,7555
2021-08-21,Karnataka,13767,11362,520,9721
2021-08-21,Tamil Nadu,13446,12659,150,83763
2021-08-21,Gujarat,41462,32893,495,55155
2021-08-22,Maharashtra,11306,10180,207,59918
2021-08-22,Delhi,14601,12827,413,8970
2021-08-22,Uttar Pradesh,4999,4479,248,46730
2021-08-22,Karnataka,17632,14041,252,78511
2021-08-22,Tamil Nadu,22314,19637,898,68944
2021-08-22,Gujarat,32533,27717,1380,27880
2021-08-23,Maharashtra,6091,4719,198,6561
2021-08-23,Delhi,42412,33576,636,92154
2021-08-23,Uttar Pradesh,21530,16284,795,37977
2021-08-23,Karnataka,5983,5520,137,26329
2021-08-23,Tamil Nadu,37734,31454,748,71786
2021-08-23,Gujarat,5758,5326,101,87673
2021-08-24,Maharashtra,33103,24985,1342,55665
2021-08-24,Delhi,49336,43174,595,44857
2021-08-24,Uttar Pradesh,29183,22321,629,10280
2021-08-24,Karnataka,38012,31858,764,84624
2021-08-24,Tamil Nadu,19405,15502,300,51454
2021-08-24,Gujarat,43530,38014,760,97554
2021-08-25,Maharashtra,18097,16830,217,5863
2021-08-25,Delhi,17148,13267,191,71189
2021-08-25,Uttar Pradesh,9129,7397,400,94379
2021-08-25,Karnataka,22053,17850,596,47240
2021-08-25,Tamil Nadu,36807,28422,1432,21285
2021-08-25,Gujarat,27886,25909,542,59391
2021-08-26,Maharashtra,2607,2373,108,81922
2021-08-26,Delhi,48989,39678,2103,16154
2021-08-26,Uttar Pradesh,10047,8576,191,63730
2021-08-26,Karnataka,24634,21777,703,80681
2021-08-26,Tamil Nadu,30717,24712,644,31234
2021-08-26,Gujarat,14349,11759,581,69320
2021-08-27,Maharashtra,12330,9496,412,21011
2021-08-27,Delhi,19001,17194,348,10250
2021-08-27,Uttar Pradesh,41280,31193,437,41368
2021-08-27,Karnataka,6279,5576,169,20494
2021-08-27,Tamil Nadu,46166,40842,1562,84566
2021-08-27,Gujarat,23721,18159,608,61561
2021-08-28,Maharashtra,32241,26610,1132,6293
2021-08-28,Delhi,23443,21347,808,17559
2021-08-28,Uttar Pradesh,43741,39395,1405,85869
2021-08-28,Karnataka,31129,25619,1406,53503
2021-08-28,Tamil Nadu,29207,26797,506,19834
